batting_team,bowling_team,venue,batsman,bowler,over,ball,current_score,wickets,runs_last_5_overs,wickets_last_5_overs,final_score
Gujarat Titans,Lucknow Super Giants,MA Chidambaram Stadium,Shubman Gill,Shamar Joseph,13,6,98,4,21,1,125
Punjab Kings,Gujarat Titans,MA Chidambaram Stadium,Sam Curran,Umesh Yadav,11,4,58,3,42,2,113
Mumbai Indians,Delhi Capitals,Wankhede Stadium,Tim David,Axar Patel,8,1,77,1,63,0,209
Gujarat Titans,Kolkata Knight Riders,Narendra Modi Stadium,Vijay Shankar,Harshit Rana,19,4,149,8,30,1,150
Royal Challengers Bangalore,Punjab Kings,Rajiv Gandhi Intl. Cricket Stadium,Rajat Patidar,Nathan Ellis,6,6,58,0,39,0,208
Rajasthan Royals,Chennai Super Kings,Arun Jaitley Stadium,Dhruv Jurel,Matheesha Pathirana,10,5,87,4,44,1,158
Lucknow Super Giants,Mumbai Indians,Sawai Mansingh Stadium,Kyle Mayers,Nuwan Thushara,6,1,52,0,71,0,174
Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Rinku Singh,Shreyas Gopal,3,5,29,2,47,1,201
Punjab Kings,Mumbai Indians,Rajiv Gandhi Intl. Cricket Stadium,Jonny Bairstow,Shreyas Gopal,8,1,53,5,25,0,112
Mumbai Indians,Sunrisers Hyderabad,Arun Jaitley Stadium,Tim David,Marco Jansen,12,4,108,3,48,1,186
Kolkata Knight Riders,Sunrisers Hyderabad,Ekana Cricket Stadium,Angkrish Raghuvanshi,Umran Malik,5,2,44,1,46,1,188
Royal Challengers Bangalore,Chennai Super Kings,PCA Stadium Mohali,Will Jacks,Tushar Deshpande,12,6,119,2,62,1,180
Rajasthan Royals,Mumbai Indians,Wankhede Stadium,Rovman Powell,Jasprit Bumrah,20,2,132,7,39,1,136
Chennai Super Kings,Mumbai Indians,Ekana Cricket Stadium,Devon Conway,Shreyas Gopal,17,2,143,4,50,0,148
Punjab Kings,Royal Challengers Bangalore,PCA Stadium Mohali,Ashutosh Sharma,Yash Dayal,17,3,170,7,46,1,210
Delhi Capitals,Gujarat Titans,PCA Stadium Mohali,Abishek Porel,Mohammed Shami,2,3,14,1,64,0,131
Rajasthan Royals,Punjab Kings,Barsapara Stadium Guwahati,Sanju Samson,Rahul Chahar,20,3,195,10,43,0,196
Gujarat Titans,Royal Challengers Bangalore,Ekana Cricket Stadium,Vijay Shankar,Alzarri Joseph,8,5,73,3,32,1,181
Sunrisers Hyderabad,Punjab Kings,Arun Jaitley Stadium,Abdul Samad,Kagiso Rabada,14,4,88,8,25,1,146
Kolkata Knight Riders,Lucknow Super Giants,Arun Jaitley Stadium,Nitish Rana,Matt Henry,6,1,31,2,53,0,115
Lucknow Super Giants,Delhi Capitals,Sawai Mansingh Stadium,Quinton de Kock,Jhye Richardson,4,4,40,2,34,1,198
Mumbai Indians,Kolkata Knight Riders,PCA Stadium Mohali,Romario Shepherd,Sunil Narine,6,4,41,3,61,0,118
Punjab Kings,Gujarat Titans,PCA Stadium Mohali,Jitesh Sharma,Spencer Johnson,10,1,69,3,51,2,140
Royal Challengers Bangalore,Delhi Capitals,Arun Jaitley Stadium,Will Jacks,Lalit Yadav,13,5,124,5,59,0,190
Punjab Kings,Royal Challengers Bangalore,HPCA Stadium Dharamsala,Prabhsimran Singh,Mohammed Siraj,1,4,0,1,31,0,1
Royal Challengers Bangalore,Sunrisers Hyderabad,PCA Stadium Mohali,Mahipal Lomror,Washington Sundar,5,5,30,1,40,1,105
Rajasthan Royals,Delhi Capitals,Barsapara Stadium Guwahati,Shimron Hetmyer,Mukesh Kumar,17,4,129,6,60,3,162
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,Hardik Pandya,Mustafizur Rahman,13,6,105,5,42,2,162
Chennai Super Kings,Sunrisers Hyderabad,Narendra Modi Stadium,Daryl Mitchell,Marco Jansen,9,2,57,2,9,3,119
Mumbai Indians,Punjab Kings,Rajiv Gandhi Intl. Cricket Stadium,Hardik Pandya,Rahul Chahar,2,3,11,1,36,3,78
Delhi Capitals,Kolkata Knight Riders,Barsapara Stadium Guwahati,Yash Dhull,Chetan Sakariya,17,5,155,5,26,1,169
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,Ishan Kishan,Harshit Rana,8,2,70,2,30,0,173
Chennai Super Kings,Mumbai Indians,Barsapara Stadium Guwahati,Ruturaj Gaikwad,Piyush Chawla,4,1,20,2,45,1,113
Gujarat Titans,Chennai Super Kings,PCA Stadium Mohali,Sai Sudharsan,Deepak Chahar,13,6,151,4,61,0,241
Punjab Kings,Sunrisers Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,Shashank Singh,Bhuvneshwar Kumar,12,6,124,7,60,2,212
Mumbai Indians,Royal Challengers Bangalore,Rajiv Gandhi Intl. Cricket Stadium,Romario Shepherd,Lockie Ferguson,19,4,163,8,36,2,172
Royal Challengers Bangalore,Lucknow Super Giants,Barsapara Stadium Guwahati,Faf du Plessis,Mohsin Khan,1,1,0,0,35,1,21
Gujarat Titans,Sunrisers Hyderabad,Arun Jaitley Stadium,Abhinav Manohar,Pat Cummins,12,4,77,3,52,3,156
Royal Challengers Bangalore,Delhi Capitals,PCA Stadium Mohali,Mahipal Lomror,Mukesh Kumar,14,1,114,4,36,0,164
Kolkata Knight Riders,Lucknow Super Giants,Eden Gardens,Shreyas Iyer,Mayank Yadav,1,3,5,0,54,2,103
Lucknow Super Giants,Sunrisers Hyderabad,Barsapara Stadium Guwahati,Nicholas Pooran,Bhuvneshwar Kumar,9,6,105,1,28,1,289
Kolkata Knight Riders,Punjab Kings,HPCA Stadium Dharamsala,Nitish Rana,Nathan Ellis,8,2,48,1,73,0,112
Mumbai Indians,Delhi Capitals,PCA Stadium Mohali,Dewald Brevis,Jhye Richardson,5,3,24,2,19,1,95
Royal Challengers Bangalore,Rajasthan Royals,Barsapara Stadium Guwahati,Glenn Maxwell,Sandeep Sharma,17,1,121,5,16,1,136
Delhi Capitals,Sunrisers Hyderabad,Barsapara Stadium Guwahati,Jake Fraser-McGurk,Washington Sundar,3,6,19,0,58,0,141
Mumbai Indians,Gujarat Titans,Eden Gardens,Rohit Sharma,Rashid Khan,15,5,127,7,35,0,174
Mumbai Indians,Chennai Super Kings,Eden Gardens,Hardik Pandya,Mukesh Choudhary,2,2,19,1,16,1,169
Kolkata Knight Riders,Lucknow Super Giants,Eden Gardens,Angkrish Raghuvanshi,Amit Mishra,3,4,19,1,36,1,121
Sunrisers Hyderabad,Chennai Super Kings,MA Chidambaram Stadium,Rahul Tripathi,Maheesh Theekshana,13,4,116,1,32,1,162
Royal Challengers Bangalore,Punjab Kings,Narendra Modi Stadium,Mahipal Lomror,Harshal Patel,14,6,96,7,40,2,108
Chennai Super Kings,Lucknow Super Giants,Barsapara Stadium Guwahati,Ruturaj Gaikwad,Naveen-ul-Haq,4,4,16,0,47,3,71
Sunrisers Hyderabad,Gujarat Titans,Wankhede Stadium,Travis Head,Noor Ahmad,19,1,123,8,27,1,149
Gujarat Titans,Sunrisers Hyderabad,Narendra Modi Stadium,Sai Sudharsan,Umran Malik,11,6,60,3,60,0,120
Lucknow Super Giants,Rajasthan Royals,PCA Stadium Mohali,Kyle Mayers,Sandeep Sharma,9,4,55,2,35,1,101
Chennai Super Kings,Rajasthan Royals,Wankhede Stadium,Ruturaj Gaikwad,Navdeep Saini,3,6,36,1,42,0,241
Royal Challengers Bangalore,Chennai Super Kings,Ekana Cricket Stadium,Will Jacks,Ravindra Jadeja,15,5,134,5,44,1,177
Lucknow Super Giants,Mumbai Indians,M. Chinnaswamy Stadium,Quinton de Kock,Akash Madhwal,2,4,9,2,36,0,114
Mumbai Indians,Royal Challengers Bangalore,Eden Gardens,Nehal Wadhera,Alzarri Joseph,4,1,37,2,38,1,190
Mumbai Indians,Rajasthan Royals,Rajiv Gandhi Intl. Cricket Stadium,Tim David,Navdeep Saini,20,1,191,7,53,1,199
Punjab Kings,Sunrisers Hyderabad,Wankhede Stadium,Sam Curran,Umran Malik,19,1,162,7,34,0,186
Delhi Capitals,Lucknow Super Giants,Rajiv Gandhi Intl. Cricket Stadium,David Warner,Mohsin Khan,14,5,98,8,48,0,125
Royal Challengers Bangalore,Gujarat Titans,Eden Gardens,Cameron Green,Rashid Khan,2,3,7,2,31,3,45
Chennai Super Kings,Mumbai Indians,Rajiv Gandhi Intl. Cricket Stadium,Ruturaj Gaikwad,Nuwan Thushara,12,1,112,3,47,2,213
Chennai Super Kings,Punjab Kings,Ekana Cricket Stadium,Daryl Mitchell,Nathan Ellis,19,2,127,6,26,2,128
Rajasthan Royals,Punjab Kings,Wankhede Stadium,Riyan Parag,Harshal Patel,1,4,14,0,49,2,271
Chennai Super Kings,Rajasthan Royals,Barsapara Stadium Guwahati,Daryl Mitchell,Navdeep Saini,4,3,39,1,42,1,214
Royal Challengers Bangalore,Lucknow Super Giants,Narendra Modi Stadium,Anuj Rawat,Amit Mishra,13,6,112,2,61,0,155
Chennai Super Kings,Lucknow Super Giants,Rajiv Gandhi Intl. Cricket Stadium,Ajinkya Rahane,Mayank Yadav,7,6,40,1,40,1,105
Sunrisers Hyderabad,Mumbai Indians,Ekana Cricket Stadium,Mayank Agarwal,Luke Wood,13,1,97,5,46,0,143
Delhi Capitals,Rajasthan Royals,Sawai Mansingh Stadium,Tristan Stubbs,Avesh Khan,12,4,110,4,47,0,160
Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,Ruturaj Gaikwad,Sunil Narine,17,3,163,10,44,0,203
Punjab Kings,Chennai Super Kings,MA Chidambaram Stadium,Shashank Singh,Matheesha Pathirana,14,5,133,5,42,0,196
Gujarat Titans,Royal Challengers Bangalore,Arun Jaitley Stadium,Rahul Tewatia,Karn Sharma,17,3,101,10,28,0,137
Lucknow Super Giants,Mumbai Indians,Barsapara Stadium Guwahati,Marcus Stoinis,Piyush Chawla,17,4,178,1,32,0,222
Lucknow Super Giants,Rajasthan Royals,Sawai Mansingh Stadium,KL Rahul,Kuldeep Sen,20,4,143,9,2,1,151
Lucknow Super Giants,Sunrisers Hyderabad,Arun Jaitley Stadium,Nicholas Pooran,Pat Cummins,18,4,138,5,54,1,167
Royal Challengers Bangalore,Delhi Capitals,Wankhede Stadium,Rajat Patidar,Jhye Richardson,5,4,41,2,32,2,176
Rajasthan Royals,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Rovman Powell,Umran Malik,19,3,170,4,46,2,183
Punjab Kings,Delhi Capitals,Eden Gardens,Jonny Bairstow,Anrich Nortje,10,4,95,2,32,2,183
Mumbai Indians,Chennai Super Kings,PCA Stadium Mohali,Tilak Varma,Mustafizur Rahman,19,3,153,5,61,0,188
Gujarat Titans,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Vijay Shankar,Akash Deep,10,4,107,4,46,2,227
Punjab Kings,Chennai Super Kings,Arun Jaitley Stadium,Ashutosh Sharma,Maheesh Theekshana,20,2,171,6,63,2,172
Sunrisers Hyderabad,Kolkata Knight Riders,Ekana Cricket Stadium,Aiden Markram,Mujeeb Ur Rahman,10,6,94,1,38,0,184
Sunrisers Hyderabad,Lucknow Super Giants,Rajiv Gandhi Intl. Cricket Stadium,Rahul Tripathi,Matt Henry,3,3,20,0,48,0,119
Sunrisers Hyderabad,Gujarat Titans,PCA Stadium Mohali,Glenn Phillips,Darshan Nalkande,9,1,61,2,62,0,159
Mumbai Indians,Punjab Kings,MA Chidambaram Stadium,Tim David,Kagiso Rabada,9,4,71,1,46,1,162
Gujarat Titans,Chennai Super Kings,Sawai Mansingh Stadium,Wriddhiman Saha,Mukesh Choudhary,1,4,12,0,44,2,256
Delhi Capitals,Royal Challengers Bangalore,Barsapara Stadium Guwahati,Jake Fraser-McGurk,Karn Sharma,8,3,63,2,59,2,167
Lucknow Super Giants,Kolkata Knight Riders,Eden Gardens,Devdutt Padikkal,Varun Chakaravarthy,16,5,128,4,32,0,157
Punjab Kings,Gujarat Titans,PCA Stadium Mohali,Shashank Singh,Rashid Khan,10,3,81,2,38,0,153
Gujarat Titans,Sunrisers Hyderabad,HPCA Stadium Dharamsala,Sai Sudharsan,Pat Cummins,4,5,31,2,26,3,149
Gujarat Titans,Sunrisers Hyderabad,Eden Gardens,Rahul Tewatia,Pat Cummins,19,1,166,3,59,2,168
Punjab Kings,Delhi Capitals,Narendra Modi Stadium,Jitesh Sharma,Axar Patel,20,6,143,4,21,0,144
Punjab Kings,Lucknow Super Giants,Narendra Modi Stadium,Ashutosh Sharma,Mayank Yadav,9,1,74,3,41,2,152
Punjab Kings,Royal Challengers Bangalore,MA Chidambaram Stadium,Shashank Singh,Alzarri Joseph,10,5,87,2,71,3,173
Gujarat Titans,Lucknow Super Giants,Wankhede Stadium,Sai Sudharsan,Ravi Bishnoi,11,3,92,2,26,0,162
Punjab Kings,Delhi Capitals,Ekana Cricket Stadium,Jitesh Sharma,Khaleel Ahmed,14,5,148,5,51,1,224
Chennai Super Kings,Rajasthan Royals,Rajiv Gandhi Intl. Cricket Stadium,Moeen Ali,Yuzvendra Chahal,17,5,176,5,63,1,199
Royal Challengers Bangalore,Lucknow Super Giants,Arun Jaitley Stadium,Rajat Patidar,Amit Mishra,4,5,34,1,42,2,172
Lucknow Super Giants,Chennai Super Kings,M. Chinnaswamy Stadium,KL Rahul,Tushar Deshpande,5,6,48,1,35,0,232
Mumbai Indians,Royal Challengers Bangalore,Narendra Modi Stadium,Romario Shepherd,Mohammed Siraj,19,4,165,9,31,1,166
Lucknow Super Giants,Chennai Super Kings,MA Chidambaram Stadium,Devdutt Padikkal,Mukesh Choudhary,11,6,80,2,28,1,128
Kolkata Knight Riders,Rajasthan Royals,Wankhede Stadium,Rinku Singh,Trent Boult,19,4,172,9,36,1,173
Rajasthan Royals,Royal Challengers Bangalore,Wankhede Stadium,Jos Buttler,Akash Deep,15,3,141,2,48,2,177
Royal Challengers Bangalore,Rajasthan Royals,Barsapara Stadium Guwahati,Faf du Plessis,Navdeep Saini,5,2,32,1,39,0,148
Rajasthan Royals,Chennai Super Kings,Rajiv Gandhi Intl. Cricket Stadium,Sanju Samson,Maheesh Theekshana,7,3,91,1,49,3,281
Delhi Capitals,Sunrisers Hyderabad,Barsapara Stadium Guwahati,Jake Fraser-McGurk,T Natarajan,13,4,104,6,53,2,184
Chennai Super Kings,Punjab Kings,Arun Jaitley Stadium,Devon Conway,Vidwath Kaverappa,9,2,69,1,50,1,163
Royal Challengers Bangalore,Gujarat Titans,Rajiv Gandhi Intl. Cricket Stadium,Mahipal Lomror,Umesh Yadav,5,6,51,2,50,1,208
Lucknow Super Giants,Sunrisers Hyderabad,Barsapara Stadium Guwahati,Quinton de Kock,Pat Cummins,13,4,126,2,60,1,176
Mumbai Indians,Delhi Capitals,Ekana Cricket Stadium,Suryakumar Yadav,Mukesh Kumar,14,1,102,2,29,2,182
Delhi Capitals,Sunrisers Hyderabad,Eden Gardens,Yash Dhull,Jaydev Unadkat,7,4,72,3,42,2,200
Rajasthan Royals,Sunrisers Hyderabad,HPCA Stadium Dharamsala,Riyan Parag,Bhuvneshwar Kumar,5,6,54,0,45,2,212
Royal Challengers Bangalore,Chennai Super Kings,PCA Stadium Mohali,Glenn Maxwell,Matheesha Pathirana,6,6,59,2,51,0,198
Chennai Super Kings,Royal Challengers Bangalore,MA Chidambaram Stadium,MS Dhoni,Akash Deep,7,1,36,2,47,1,118
Kolkata Knight Riders,Rajasthan Royals,Wankhede Stadium,Angkrish Raghuvanshi,Trent Boult,15,3,138,5,33,0,179
Royal Challengers Bangalore,Lucknow Super Giants,HPCA Stadium Dharamsala,Glenn Maxwell,Shamar Joseph,10,4,67,2,26,2,143
Gujarat Titans,Sunrisers Hyderabad,MA Chidambaram Stadium,David Miller,Jaydev Unadkat,11,6,116,4,61,2,194
Gujarat Titans,Delhi Capitals,PCA Stadium Mohali,Kane Williamson,Anrich Nortje,18,3,138,9,41,0,144
Royal Challengers Bangalore,Punjab Kings,Rajiv Gandhi Intl. Cricket Stadium,Dinesh Karthik,Vidwath Kaverappa,19,6,155,9,48,1,167
Sunrisers Hyderabad,Royal Challengers Bangalore,Ekana Cricket Stadium,Heinrich Klaasen,Reece Topley,2,3,18,0,65,1,206
Mumbai Indians,Lucknow Super Giants,Rajiv Gandhi Intl. Cricket Stadium,Hardik Pandya,Mohsin Khan,13,6,115,7,35,1,183
Kolkata Knight Riders,Gujarat Titans,MA Chidambaram Stadium,Phil Salt,Umesh Yadav,18,2,187,10,55,0,222
Rajasthan Royals,Gujarat Titans,Ekana Cricket Stadium,Sanju Samson,Noor Ahmad,2,6,3,0,48,1,12
Delhi Capitals,Chennai Super Kings,Sawai Mansingh Stadium,Abishek Porel,Mukesh Choudhary,14,3,149,2,28,1,237
Rajasthan Royals,Gujarat Titans,Wankhede Stadium,Rovman Powell,Umesh Yadav,9,2,80,6,45,1,189
Sunrisers Hyderabad,Kolkata Knight Riders,Ekana Cricket Stadium,Mayank Agarwal,Varun Chakaravarthy,6,4,47,3,51,1,156
Royal Challengers Bangalore,Mumbai Indians,Rajiv Gandhi Intl. Cricket Stadium,Will Jacks,Dilshan Madushanka,12,3,109,4,37,0,183
Kolkata Knight Riders,Lucknow Super Giants,PCA Stadium Mohali,Manish Pandey,Naveen-ul-Haq,8,4,81,0,65,1,221
Gujarat Titans,Mumbai Indians,Eden Gardens,Shubman Gill,Jasprit Bumrah,7,4,58,3,57,1,166
Lucknow Super Giants,Royal Challengers Bangalore,HPCA Stadium Dharamsala,Quinton de Kock,Reece Topley,7,6,53,1,53,0,171
Punjab Kings,Delhi Capitals,Sawai Mansingh Stadium,Shikhar Dhawan,Lalit Yadav,9,3,68,1,42,0,153
Chennai Super Kings,Sunrisers Hyderabad,PCA Stadium Mohali,Sameer Rizvi,Marco Jansen,11,3,88,1,47,1,167
Mumbai Indians,Lucknow Super Giants,PCA Stadium Mohali,Rohit Sharma,Ravi Bishnoi,8,2,63,4,46,0,160
Lucknow Super Giants,Kolkata Knight Riders,Barsapara Stadium Guwahati,KL Rahul,Mujeeb Ur Rahman,16,2,127,6,61,0,180
Rajasthan Royals,Punjab Kings,Arun Jaitley Stadium,Jos Buttler,Rahul Chahar,7,2,66,2,38,0,205
Royal Challengers Bangalore,Kolkata Knight Riders,HPCA Stadium Dharamsala,Will Jacks,Mujeeb Ur Rahman,2,5,6,0,51,0,38
Gujarat Titans,Punjab Kings,Narendra Modi Stadium,Shubman Gill,Harpreet Brar,14,3,111,4,46,1,164
Lucknow Super Giants,Gujarat Titans,MA Chidambaram Stadium,Quinton de Kock,Mohit Sharma,2,1,23,0,46,1,242
Punjab Kings,Gujarat Titans,PCA Stadium Mohali,Prabhsimran Singh,Noor Ahmad,16,4,152,6,42,2,185
Delhi Capitals,Chennai Super Kings,MA Chidambaram Stadium,Prithvi Shaw,Tushar Deshpande,9,1,47,2,32,0,101
Kolkata Knight Riders,Royal Challengers Bangalore,HPCA Stadium Dharamsala,Shreyas Iyer,Vyshak Vijaykumar,8,2,49,2,26,1,150
Gujarat Titans,Lucknow Super Giants,Sawai Mansingh Stadium,Shubman Gill,Shamar Joseph,16,5,127,3,35,3,146
Kolkata Knight Riders,Rajasthan Royals,Ekana Cricket Stadium,Venkatesh Iyer,Nandre Burger,1,3,19,1,41,0,290
Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,Ruturaj Gaikwad,Harshit Rana,20,1,172,4,58,0,188
Chennai Super Kings,Mumbai Indians,Ekana Cricket Stadium,Sameer Rizvi,Akash Madhwal,4,4,20,0,60,4,123
Sunrisers Hyderabad,Delhi Capitals,Eden Gardens,Rahul Tripathi,Lalit Yadav,18,4,161,8,43,1,165
Kolkata Knight Riders,Sunrisers Hyderabad,Sawai Mansingh Stadium,Andre Russell,Marco Jansen,5,6,52,1,37,0,198
Chennai Super Kings,Rajasthan Royals,Barsapara Stadium Guwahati,Ruturaj Gaikwad,Navdeep Saini,12,5,95,1,40,1,148
Royal Challengers Bangalore,Chennai Super Kings,HPCA Stadium Dharamsala,Glenn Maxwell,Tushar Deshpande,17,5,166,4,55,1,192
Mumbai Indians,Rajasthan Royals,Barsapara Stadium Guwahati,Tilak Varma,Yuzvendra Chahal,14,5,103,6,31,0,142
Rajasthan Royals,Delhi Capitals,Narendra Modi Stadium,Dhruv Jurel,Mukesh Kumar,12,1,103,6,21,3,179
Gujarat Titans,Royal Challengers Bangalore,MA Chidambaram Stadium,Vijay Shankar,Yash Dayal,3,4,18,1,47,0,137
Rajasthan Royals,Sunrisers Hyderabad,PCA Stadium Mohali,Shubham Dubey,Mayank Markande,11,3,114,3,66,0,218
Sunrisers Hyderabad,Gujarat Titans,MA Chidambaram Stadium,Heinrich Klaasen,Mohammed Shami,5,5,50,1,42,0,229
Punjab Kings,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Prabhsimran Singh,Alzarri Joseph,20,2,170,10,30,0,188
Mumbai Indians,Royal Challengers Bangalore,Sawai Mansingh Stadium,Suryakumar Yadav,Alzarri Joseph,7,1,74,1,53,1,267
Delhi Capitals,Punjab Kings,Eden Gardens,David Warner,Harshal Patel,15,6,141,6,68,0,173
Mumbai Indians,Rajasthan Royals,Wankhede Stadium,Romario Shepherd,Kuldeep Sen,18,1,153,2,47,0,170
Gujarat Titans,Mumbai Indians,Arun Jaitley Stadium,Abhinav Manohar,Piyush Chawla,14,2,139,7,47,1,212
Mumbai Indians,Kolkata Knight Riders,Barsapara Stadium Guwahati,Suryakumar Yadav,Sunil Narine,20,1,150,8,51,1,187
Punjab Kings,Royal Challengers Bangalore,Ekana Cricket Stadium,Rilee Rossouw,Vyshak Vijaykumar,6,3,37,2,34,0,133
Punjab Kings,Mumbai Indians,M. Chinnaswamy Stadium,Shikhar Dhawan,Dilshan Madushanka,1,1,8,0,58,2,196
Chennai Super Kings,Kolkata Knight Riders,Sawai Mansingh Stadium,Moeen Ali,Chetan Sakariya,9,1,77,6,26,0,181
Lucknow Super Giants,Punjab Kings,HPCA Stadium Dharamsala,KL Rahul,Vidwath Kaverappa,15,1,109,10,41,0,153
Chennai Super Kings,Delhi Capitals,M. Chinnaswamy Stadium,MS Dhoni,Khaleel Ahmed,14,3,95,3,34,1,116
Mumbai Indians,Punjab Kings,Arun Jaitley Stadium,Rohit Sharma,Kagiso Rabada,20,4,127,9,38,0,132
Chennai Super Kings,Lucknow Super Giants,Ekana Cricket Stadium,Daryl Mitchell,Mayank Yadav,8,4,59,3,30,1,187
Lucknow Super Giants,Rajasthan Royals,HPCA Stadium Dharamsala,Kyle Mayers,Yuzvendra Chahal,19,6,140,10,37,0,150
Punjab Kings,Gujarat Titans,M. Chinnaswamy Stadium,Jitesh Sharma,Noor Ahmad,7,6,75,4,41,0,235
Sunrisers Hyderabad,Lucknow Super Giants,PCA Stadium Mohali,Glenn Phillips,Shamar Joseph,16,5,108,2,14,0,122
Delhi Capitals,Lucknow Super Giants,M. Chinnaswamy Stadium,Jake Fraser-McGurk,Mohsin Khan,5,5,50,1,49,3,210
Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,David Warner,Mujeeb Ur Rahman,14,3,117,6,38,2,174
Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,Dhruv Jurel,Jasprit Bumrah,15,2,123,7,39,1,163
Delhi Capitals,Sunrisers Hyderabad,PCA Stadium Mohali,Tristan Stubbs,Mayank Markande,18,3,179,9,75,1,180
Gujarat Titans,Delhi Capitals,Eden Gardens,Shahrukh Khan,Lalit Yadav,10,2,74,0,56,1,151
Gujarat Titans,Rajasthan Royals,Sawai Mansingh Stadium,Abhinav Manohar,R Ashwin,11,2,104,0,75,2,213
Mumbai Indians,Royal Challengers Bangalore,Eden Gardens,Tim David,Alzarri Joseph,7,4,54,3,41,1,162
Gujarat Titans,Rajasthan Royals,Rajiv Gandhi Intl. Cricket Stadium,Sai Sudharsan,Nandre Burger,2,1,15,0,42,1,167
Punjab Kings,Royal Challengers Bangalore,PCA Stadium Mohali,Rilee Rossouw,Akash Deep,16,1,156,5,46,1,245
Lucknow Super Giants,Rajasthan Royals,Rajiv Gandhi Intl. Cricket Stadium,Nicholas Pooran,Navdeep Saini,18,5,148,4,17,1,194
Gujarat Titans,Royal Challengers Bangalore,PCA Stadium Mohali,Kane Williamson,Yash Dayal,16,2,121,6,65,0,144
Rajasthan Royals,Lucknow Super Giants,M. Chinnaswamy Stadium,Riyan Parag,Yash Thakur,16,6,153,4,58,1,202
Delhi Capitals,Royal Challengers Bangalore,Barsapara Stadium Guwahati,David Warner,Alzarri Joseph,17,6,175,4,57,1,206
Chennai Super Kings,Lucknow Super Giants,Ekana Cricket Stadium,Daryl Mitchell,Mayank Yadav,14,4,129,5,61,3,183
Punjab Kings,Mumbai Indians,Barsapara Stadium Guwahati,Ashutosh Sharma,Nuwan Thushara,15,4,134,5,30,0,155
Royal Challengers Bangalore,Sunrisers Hyderabad,HPCA Stadium Dharamsala,Will Jacks,Jaydev Unadkat,5,2,62,2,43,1,258
Rajasthan Royals,Kolkata Knight Riders,Barsapara Stadium Guwahati,Yashasvi Jaiswal,Harshit Rana,8,1,62,4,36,1,145
Lucknow Super Giants,Mumbai Indians,Sawai Mansingh Stadium,Ayush Badoni,Akash Madhwal,8,2,58,1,41,1,106
Delhi Capitals,Lucknow Super Giants,Ekana Cricket Stadium,David Warner,Naveen-ul-Haq,2,4,9,0,43,0,87
Lucknow Super Giants,Delhi Capitals,MA Chidambaram Stadium,Deepak Hooda,Lalit Yadav,10,3,73,4,55,0,129
Lucknow Super Giants,Chennai Super Kings,MA Chidambaram Stadium,Ayush Badoni,Matheesha Pathirana,19,4,176,5,65,1,202
Royal Challengers Bangalore,Chennai Super Kings,Eden Gardens,Rajat Patidar,Matheesha Pathirana,5,6,49,4,50,2,187
Gujarat Titans,Rajasthan Royals,Arun Jaitley Stadium,Kane Williamson,Navdeep Saini,20,5,213,5,27,0,233
Chennai Super Kings,Lucknow Super Giants,Ekana Cricket Stadium,Sameer Rizvi,Mohsin Khan,14,2,137,3,38,1,212
Punjab Kings,Sunrisers Hyderabad,MA Chidambaram Stadium,Prabhsimran Singh,Pat Cummins,11,5,85,9,54,0,142
Lucknow Super Giants,Rajasthan Royals,Narendra Modi Stadium,Nicholas Pooran,Navdeep Saini,2,5,21,2,26,3,221
Delhi Capitals,Chennai Super Kings,M. Chinnaswamy Stadium,Harry Brook,Matheesha Pathirana,14,6,126,4,43,3,164
Punjab Kings,Gujarat Titans,Ekana Cricket Stadium,Ashutosh Sharma,R Sai Kishore,16,6,113,10,41,0,130
Lucknow Super Giants,Sunrisers Hyderabad,PCA Stadium Mohali,Quinton de Kock,Mayank Markande,12,1,99,4,40,0,162
Royal Challengers Bangalore,Gujarat Titans,PCA Stadium Mohali,Dinesh Karthik,Rashid Khan,11,6,84,2,22,1,136
Royal Challengers Bangalore,Mumbai Indians,HPCA Stadium Dharamsala,Faf du Plessis,Akash Madhwal,6,5,60,1,37,0,205
Kolkata Knight Riders,Sunrisers Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,Rinku Singh,Washington Sundar,1,2,1,0,57,2,58
Punjab Kings,Lucknow Super Giants,M. Chinnaswamy Stadium,Jonny Bairstow,Matt Henry,3,3,39,1,37,1,247
Delhi Capitals,Kolkata Knight Riders,Ekana Cricket Stadium,Tristan Stubbs,Vaibhav Arora,11,2,93,3,46,3,175
Delhi Capitals,Sunrisers Hyderabad,Sawai Mansingh Stadium,Prithvi Shaw,Jaydev Unadkat,3,6,17,2,14,3,123
Lucknow Super Giants,Royal Challengers Bangalore,Narendra Modi Stadium,Marcus Stoinis,Reece Topley,13,1,80,9,31,1,149
